Age,Location,Income_Level,Avg_Transaction_Value,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Customer_Satisfaction_Score,LTV,Transaction_Value_Range,Spend_Per_Active_Day,Transactions_Per_Active_Day,Spend_Per_Transaction,Inactivity_Ratio,Support_Burden
41,Suburban,Middle,1555.631691,3805,37,4470.023503,Daily,Credit Card,1,152104.1616,4350.0679483,5164.697214545455,3.32,1555.631691128149,0.46545454545454545,151.72700148
29,Urban,Middle,18990.93231,3935,2,2294.668872,Weekly,Credit Card,6,897900.1112,76907.33264400001,81190.59133944954,4.275229357798165,18990.932309012875,0.7339449541284404,116.22137196599999
54,Rural,High,12070.24495,1383,47,2606.769998,Daily,Debit Card,4,945606.5986,29177.149126,66343.5449361702,5.49645390070922,12070.244949677419,1.3404255319148937,322.47276156
42,Suburban,Low,18064.0187,3620,40,4365.645431,Weekly,Debit Card,7,348435.1213,38314.327782,11662.384003508772,0.6456140350877193,18064.018701086956,0.5473684210526316,495.71190872
24,Suburban,Low,7963.576812,3276,16,31.25164742,Daily,Wallet Balance,2,774639.7481,22799.854037999998,31332.105487704917,3.9344262295081966,7963.576811458333,1.2950819672131149,334.80638669999996
30,Urban,Low,16215.33441,2950,22,2471.733003,Daily,Wallet Balance,9,1086076.205,17053.366425,144623.25283783785,8.91891891891892,16215.33440909091,2.1621621621621623,1043.81808688
30,Urban,Low,17074.55304,279,26,3133.833265,Daily,Debit Card,7,292028.6639,22998.588795000003,7984.157197183099,0.4676056338028169,17074.553042168674,0.6816901408450704,1064.6260598000001
41,Rural,Low,14061.95633,3978,8,796.5500227,Daily,Credit Card,5,118822.3975,23403.745413,4025.3691793893136,0.2862595419847328,14061.956333333335,1.1984732824427482,0.0
57,Urban,High,1868.019854,2270,4,341.5020176,Daily,Debit Card,2,146497.1341,7259.3851617,7939.084380681818,4.25,1868.019854278075,0.4659090909090909,107.86765224300001
28,Rural,Low,331.4409273,2155,18,2674.670684,Weekly,Debit Card,1,33149.68525,1199.8344692,1190.3052430434782,3.591304347826087,331.4409272397094,0.19130434782608696,689.22923004
66,Suburban,High,3379.507844,683,28,2737.645288,Daily,Credit Card,5,99719.79072,4543.107082,12095.080706578947,3.5789473684210527,3379.5078444852943,2.1315789473684212,381.751524
47,Rural,High,2370.754172,601,14,1651.25253,Daily,Wallet Balance,10,175595.487,4071.0123372999997,5071.799173374613,2.1393188854489162,2370.7541722141823,0.6842105263157895,40.99570195
54,Rural,Low,14505.50191,2043,41,4411.156385,Weekly,Debit Card,5,740607.1677,67099.655291,39870.31398360655,2.748633879781421,14505.501906560636,0.8142076502732241,585.080453
64,Rural,Low,11144.56635,1532,35,1505.422932,Monthly,Wallet Balance,3,894804.313,13305.01033,32335.51184306569,2.9014598540145986,11144.566345911948,0.45255474452554745,167.53694424
67,Suburban,Low,10523.75778,960,11,2582.397373,Weekly,UPI,9,603216.3645,28746.28567,21389.442711191336,2.032490974729242,10523.75778152753,0.0036101083032490976,723.25758219
47,Urban,Middle,5064.817334,3077,13,933.5751949,Monthly,Credit Card,10,314291.9899,13473.545954000001,13097.126762114536,2.5859030837004404,5064.817333901193,0.8061674008810573,387.16000456
19,Suburban,High,3100.604659,506,14,55.80152741,Weekly,Debit Card,1,206783.7649,11210.7457011,12327.252466666667,3.9757575757575756,3100.604660060975,1.2606060606060605,776.78619072
45,Urban,Low,4138.893916,1822,50,2130.139268,Daily,Debit Card,5,154542.9917,7837.3923487,5162.329501818182,1.2472727272727273,4138.893915451895,0.3527272727272727,62.96498346
52,Rural,Middle,8011.537378,1194,30,2634.741866,Monthly,Wallet Balance,4,568878.2455,34286.656756000004,25843.66896313364,3.225806451612903,8011.537378571428,0.0967741935483871,372.66013109
38,Rural,High,14805.4627,874,4,3823.399282,Daily,UPI,2,942383.182,36274.143201,30132.912874999998,2.03525641025641,14805.462703937008,1.1378205128205128,992.8169926200001
54,Rural,Middle,5097.787165,2315,43,2243.860121,Monthly,Credit Card,1,439061.3066,10341.6999463,22644.90719473684,4.442105263157894,5097.787164691943,1.1736842105263159,41.25332719
60,Rural,Middle,13975.2739,4288,2,1393.660899,Daily,UPI,10,368858.5443,26242.515768,194877.43044444444,13.944444444444445,13975.273896414343,2.6666666666666665,235.80058943000003
30,Rural,Low,9835.32129,2803,46,3021.183359,Monthly,UPI,4,807389.3685,19388.517838,34254.05000862069,3.4827586206896552,9835.32128960396,0.13793103448275862,0.0
58,Urban,High,17709.96256,2807,29,1905.875856,Daily,Debit Card,6,1492342.936,25118.411421,80368.58010869565,4.538043478260869,17709.96256287425,1.565217391304348,10.68218734
44,Urban,Middle,4665.962072,2117,46,1167.123619,Monthly,Wallet Balance,8,76907.94513,21456.909690099998,5722.40631509434,1.2264150943396226,4665.962072307692,1.2264150943396226,235.8673509
51,Rural,High,9022.625086,3190,11,4551.739932,Monthly,Wallet Balance,10,704532.6866,12524.560929000001,28367.43030864198,3.1440329218106995,9022.625085078535,1.1440329218106995,573.86753774
28,Suburban,Low,1942.328696,3788,14,2683.453966,Daily,Debit Card,2,79169.64032,8099.2699582000005,13119.880622641509,6.754716981132075,1942.328695530726,4.622641509433962,416.74648582000003
47,Suburban,High,6709.711321,4605,37,1002.386355,Weekly,Debit Card,2,647805.5555,14868.572567000001,28026.40480973451,4.176991150442478,6709.711320974576,0.23008849557522124,632.31375528
22,Rural,Middle,10142.54008,733,27,3354.556671,Weekly,UPI,6,710352.4949,18141.72187,34745.73135148515,3.4257425742574257,10142.540076589596,1.0346534653465347,39.89908289
66,Urban,Middle,14657.47688,4555,48,4015.38807,Daily,Wallet Balance,4,613927.3629,19240.81262,69537.79731395349,4.744186046511628,14657.476884803922,4.093023255813954,40.2015298
37,Suburban,High,3969.56163,1661,22,3792.668777,Daily,Credit Card,10,355404.922,11192.007904,68355.85126,17.22,3969.5616295005807,4.6,221.96471506
43,Suburban,Middle,4369.661647,4553,46,2997.687055,Weekly,Debit Card,9,237505.408,15508.541837800001,8319.16351923077,1.9038461538461537,4369.661646464647,0.7153846153846154,469.65670968000006
17,Suburban,Middle,12635.24103,4662,14,2598.108172,Monthly,UPI,4,799336.9381,55086.841122000005,24636.73956739812,1.9498432601880877,12635.241032154341,0.5078369905956113,221.1351861
57,Rural,Middle,7655.331091,4134,10,3886.618415,Daily,Wallet Balance,2,378311.6494,24842.042291,18922.408133333334,2.471794871794872,7655.331091286307,1.0205128205128204,424.27604765
60,Suburban,Low,9647.076396,969,29,3540.611021,Daily,Debit Card,1,949481.1813,24501.519984,38121.511564516135,3.9516129032258065,9647.076395918368,1.125,226.51055364
68,Suburban,Low,16724.33603,261,11,2857.385591,Daily,UPI,6,1427761.869,12351.014131999998,253851.5289285714,15.178571428571429,16724.33602352941,0.5892857142857143,826.8016971999999
21,Suburban,Middle,9986.675188,4279,18,3288.602824,Daily,Wallet Balance,1,87609.76506,45114.186904,4400.907710169491,0.4406779661016949,9986.675188461539,0.10734463276836158,361.39812229999995
43,Suburban,High,13053.46262,4615,31,843.1292223,Weekly,Credit Card,6,1294537.079,54242.896234,85108.57626666666,6.52,13053.46261758691,0.8066666666666666,669.9864092999999
43,Urban,Low,13138.93308,3599,0,99.66769104,Weekly,UPI,8,690489.3266,30252.845250000002,519493.2003846154,39.53846153846154,13138.933083657588,5.3076923076923075,489.74346324
59,Rural,High,16074.20274,3959,15,4655.680514,Daily,Credit Card,6,529072.0677,14983.957205000002,14293.12764265928,0.889196675900277,16074.202738317757,0.8116343490304709,44.485802028
59,Rural,Middle,12766.40837,385,10,4676.423476,Weekly,UPI,4,1009424.768,45801.982241,34809.445674740484,2.726643598615917,12766.408375634519,0.7439446366782007,168.6018208
35,Urban,Middle,1305.548415,4348,30,3939.853905,Weekly,Credit Card,2,49586.97708,5198.6727392,5915.7662546875,4.53125,1305.5484148275862,1.921875,111.27106143
45,Urban,High,6850.037924,1034,32,1861.521013,Weekly,Wallet Balance,5,212783.3658,19636.646969999998,6001.360657817109,0.8761061946902655,6850.037922558923,0.8259587020648967,0.0
26,Rural,Low,19786.43051,1539,35,753.7534815,Monthly,Credit Card,5,1358657.041,46472.153137,128329.13504761904,6.485714285714286,19786.430513950072,0.5142857142857142,619.5110852
43,Suburban,High,3938.240673,1806,29,1786.660605,Daily,Credit Card,8,309774.3683,16586.757734400002,12391.451824267782,3.1464435146443517,3938.2406728723404,0.08786610878661087,105.27949579999999
40,Suburban,High,11738.71428,4163,37,3631.167334,Daily,Credit Card,3,1153039.573,18233.061851,335243.8694117647,28.558823529411764,11738.714273944388,2.8529411764705883,79.29022794000001
54,Rural,Middle,16860.38339,2474,3,1675.999826,Daily,Wallet Balance,2,807278.2112,41936.323507,24718.154663580244,1.4660493827160495,16860.383391578947,1.0679012345679013,0.0
48,Suburban,Low,11735.30563,2056,24,3979.564715,Daily,Debit Card,1,32513.42059,10086.264052999999,6920.82126923077,0.5897435897435898,11735.305630434783,3.5384615384615383,223.0624034
16,Urban,High,7451.68246,4632,33,3365.066523,Weekly,Debit Card,2,613487.073,10457.779082000001,26693.582502222223,3.582222222222222,7451.682460297767,0.18666666666666668,131.7149732
42,Suburban,Low,1613.768969,1600,16,3149.898058,Weekly,UPI,2,32981.87723,7050.800448800001,2151.691958139535,1.3333333333333333,1613.7689686046513,1.9069767441860466,308.72782259999997
67,Suburban,Middle,7239.681402,3687,32,4651.184233,Monthly,Debit Card,1,613761.8049,22768.660721,45452.13511278195,6.2781954887218046,7239.681401197605,0.21052631578947367,513.9485811
28,Suburban,Low,3649.529556,4790,29,4467.081451,Daily,Credit Card,8,134301.4992,14128.503631000001,29013.759975,7.95,3649.5295566037735,1.45,28.10947793
56,Rural,Middle,19217.6477,800,12,3558.327334,Monthly,Wallet Balance,8,1753983.247,49480.418294,54701.016018808776,2.846394984326019,19217.647698237884,0.3981191222570533,1023.25113885
18,Urban,Low,14303.48651,2069,11,996.2376668,Monthly,Debit Card,10,1156158.105,56047.83391,51647.883438914025,3.6108597285067874,14303.486516290726,1.1900452488687783,501.41974024
54,Suburban,High,14990.16926,3275,31,4694.621124,Monthly,Wallet Balance,4,1496828.463,40726.358735,158034.65670212766,10.542553191489361,14990.169253279517,1.5319148936170213,295.57131725
21,Rural,Middle,8725.025627,4250,22,1135.612258,Monthly,Credit Card,3,759121.885,7457.145355000001,75352.49405050505,8.636363636363637,8725.025626900586,0.9393939393939394,1234.7896377
23,Suburban,High,2208.196914,3594,28,1862.915777,Weekly,Debit Card,1,52674.74256,9812.104714100002,7103.033408333333,3.216666666666667,2208.196914507772,0.5833333333333334,499.63362032
42,Urban,Middle,5341.662558,2857,33,4133.905877,Monthly,UPI,8,378714.2673,6668.296901,28199.00931782946,5.27906976744186,5341.662558002937,0.7131782945736435,412.80327884
24,Suburban,Low,5201.62497,1485,18,1043.285539,Weekly,UPI,8,488717.2045,12481.051651,36096.12479545455,6.9393939393939394,5201.624970524018,1.9924242424242424,298.97372570000005
52,Urban,Low,9740.719223,4173,11,3193.016201,Weekly,Credit Card,4,126789.9787,26278.18837,3818.620823920266,0.3920265780730897,9740.719220338984,0.046511627906976744,0.0
48,Suburban,Middle,9224.985936,4814,3,2289.181902,Monthly,Wallet Balance,5,19318.40061,8105.129956000001,802.1726901449275,0.08695652173913043,9224.985936666666,4.565217391304348,204.20125805
66,Urban,Middle,8673.830265,4858,24,3120.166545,Daily,Credit Card,4,745759.8081,6968.431805,522288.49385714286,60.214285714285715,8673.830265717676,22.714285714285715,147.80315124
57,Suburban,Middle,9924.589559,4152,25,4790.253855,Weekly,Debit Card,5,492766.5488,36157.32417,31745.541437086093,3.198675496688742,9924.589559006212,1.3377483443708609,41.634160162
59,Urban,Low,19740.59141,338,17,4041.821395,Daily,Wallet Balance,4,264930.8959,36328.118707,14975.621068965518,0.7586206896551724,19740.59140909091,1.8505747126436782,572.8521318
39,Suburban,Middle,5974.089077,273,29,1479.11318,Weekly,Wallet Balance,9,67265.47182,14977.026896899999,1610.4066205797103,0.26956521739130435,5974.089076344087,0.8057971014492754,1063.93286034
30,Suburban,Middle,12309.23052,3961,33,286.371334,Weekly,Wallet Balance,1,951273.1026,38604.116638,32164.18795547945,2.613013698630137,12309.230515072084,0.4931506849315068,1234.828799
69,Rural,High,4797.759803,1892,32,4835.221664,Monthly,Wallet Balance,10,265009.4509,10738.184282,12777.707229591837,2.663265306122449,4797.759802681992,1.8112244897959184,356.56691388
47,Rural,Middle,9337.459256,3756,30,2925.862132,Monthly,Debit Card,10,544748.025,37251.557791,164280.92378125,17.59375,9337.459255772646,9.34375,224.72245031999998
47,Urban,High,4008.984171,4528,30,865.5256971,Daily,Wallet Balance,3,359796.7742,16341.424807,47284.046178082186,11.794520547945206,4008.9841707317073,4.835616438356165,139.08965155
39,Suburban,High,11168.26278,2438,12,3135.543375,Weekly,Wallet Balance,7,339855.1542,12629.224228,16925.09926804124,1.5154639175257731,11168.262782312924,1.824742268041237,1264.56456762
56,Urban,High,5307.585612,1921,23,211.082276,Daily,Credit Card,6,352252.6966,18203.7893584,68043.24754,12.82,5307.585611544461,4.9,664.9118144
67,Rural,Low,745.4104452,3413,4,937.6099907,Monthly,UPI,8,89298.23953,1568.7230496,13077.376231578946,17.54385964912281,745.4104451999999,0.21052631578947367,0.0
64,Urban,High,16307.26912,1283,50,3163.152102,Monthly,Wallet Balance,6,651229.3734,48633.088150999996,54636.32046153846,3.3504273504273505,16307.26911734694,0.6068376068376068,157.6756566
64,Urban,Middle,2573.819691,4091,0,2012.386565,Daily,UPI,8,79263.91703,6740.8533745,3337.9224119791666,1.296875,2573.8196911646583,0.9583333333333334,841.3929296399999
67,Rural,Low,7367.095594,2221,33,1625.458636,Daily,Wallet Balance,1,460268.9402,14519.950368999998,20845.146059907835,2.8294930875576036,7367.095594462541,0.4792626728110599,468.30097897
27,Suburban,Low,9548.780406,1747,45,3277.47325,Weekly,Wallet Balance,9,826046.7199,8802.45278,73035.26635135135,7.648648648648648,9548.780406360425,0.0990990990990991,49.59827672
54,Urban,Low,8655.275208,3266,8,4332.017584,Daily,Credit Card,5,525154.8661,25583.101344,57863.91852808989,6.685393258426966,8655.275208403362,2.337078651685393,350.3340584
17,Rural,Low,14516.05862,3512,7,3392.955496,Daily,UPI,10,1036506.443,19358.904283,28346.636694444445,1.9527777777777777,14516.058620199148,0.625,965.33041168
18,Suburban,Low,11939.56415,3378,42,2317.202203,Monthly,Credit Card,2,509677.2241,14555.3042,16060.639522580646,1.3451612903225807,11939.564153477218,1.0225806451612902,62.06948897
64,Rural,Low,5914.469942,4403,35,3294.319155,Monthly,Debit Card,1,96235.7606,26638.271282,2737.1171579288025,0.4627831715210356,5914.469942657343,0.883495145631068,0.0
52,Urban,Low,1043.542967,2642,28,3478.261079,Daily,UPI,4,35076.83777,2240.3463075,1575.2846057324841,1.5095541401273886,1043.5429666666666,0.34394904458598724,450.05859767000004
64,Suburban,High,15354.22641,555,34,3875.253101,Monthly,UPI,10,453238.6715,48221.560872999995,63864.68088405797,4.159420289855072,15354.226414634146,2.5072463768115942,751.8250888499999
32,Suburban,Middle,7057.017262,2254,4,1535.241918,Monthly,Credit Card,8,207619.7572,11860.651628,7239.97697037037,1.025925925925926,7057.017263537906,0.9148148148148149,44.3619852
64,Rural,Middle,17795.59757,1140,45,572.1684963,Monthly,Wallet Balance,3,698183.5418,74947.505573,30608.427826666666,1.72,17795.597573643412,0.68,517.02568425
17,Rural,High,7907.184904,3804,9,3409.400301,Monthly,Wallet Balance,10,318857.7632,14583.222728,604108.9266,76.4,7907.184903141361,21.2,577.77054795
17,Rural,High,14355.99554,1785,37,605.423875,Weekly,Debit Card,4,656987.0872,29261.399461999998,26585.176921810697,1.8518518518518519,14355.995537777777,0.654320987654321,707.6092679999999
43,Suburban,Low,18791.89842,1113,9,2310.073111,Weekly,Wallet Balance,2,550815.2074,61932.506517,46342.73254237288,2.4661016949152543,18791.89841924399,0.8983050847457628,337.35037398
69,Suburban,Low,13026.53749,3099,10,1153.508165,Daily,UPI,2,228769.7295,53526.473724,12799.330441860466,0.9825581395348837,13026.537491124262,1.122093023255814,481.21567406
38,Urban,High,8275.643379,3615,7,1660.355216,Weekly,UPI,2,375710.8241,33755.214445,25637.132986013985,3.097902097902098,8275.643379232506,2.062937062937063,156.61265541999998
52,Suburban,Low,11352.31138,1240,3,2353.123038,Daily,Debit Card,10,756315.0652,21914.263150000002,23056.08751393189,2.0309597523219813,11352.31138262195,0.8544891640866873,566.9695081699999
47,Urban,Middle,10873.46932,3892,17,4480.883164,Weekly,Debit Card,1,208315.3939,42985.223899000004,7784.896322957198,0.7159533073929961,10873.469320652173,0.2840466926070039,59.805366952
48,Rural,Middle,11700.55253,70,19,3402.118492,Weekly,Credit Card,10,62991.42715,42779.751599,1442.5338739726026,0.1232876712328767,11700.552533333332,0.1178082191780822,116.7498921
16,Rural,Low,2944.931513,4125,45,858.183473,Daily,UPI,10,244663.2375,13430.392732,6991.897144654088,2.3742138364779874,2944.931512582781,0.610062893081761,170.8199763
34,Suburban,Low,13973.21255,2868,2,4397.23716,Daily,UPI,5,1164322.059,63727.749458,148151.8817948718,10.602564102564102,13973.212551390567,1.6538461538461537,469.10715931000004
17,Rural,Low,2909.415001,4766,43,2502.715024,Daily,Debit Card,5,292811.3016,8766.480767000001,48286.08054385965,16.596491228070175,2909.4150010570825,5.456140350877193,612.7970726899999
68,Rural,Middle,302.1915175,1544,14,1021.26993,Monthly,Debit Card,3,36622.3529,1166.4578946000001,14822.493935,49.05,302.19151753312946,5.4,52.16755549
59,Suburban,Low,12499.35421,2370,7,2637.19085,Monthly,UPI,3,342104.0975,35550.797098,239273.35207142858,19.142857142857142,12499.354212686567,7.357142857142857,37.043128668
41,Urban,High,2347.102308,2417,45,954.6283648,Monthly,Debit Card,8,128578.7557,7350.1726355,5423.4014514563105,2.3106796116504853,2347.1023088235293,0.6456310679611651,1069.47671653
47,Suburban,Low,15410.52862,1179,5,1836.625511,Daily,Wallet Balance,10,401826.0613,18262.966047,16450.901856540084,1.0675105485232068,15410.528616600792,1.0548523206751055,785.81486137
